DATAFLOW,LAST UPDATE,freq,emp_cont,yes_no,lev_satis,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-64,T,THS_PER,BE,2021,10.8,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-64,T,THS_PER,BG,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-64,T,THS_PER,CH,2021,16,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-64,T,THS_PER,CY,2021,0.6,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-64,T,THS_PER,CZ,2021,6.2,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-64,T,THS_PER,DE,2021,209.1,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-64,T,THS_PER,DK,2021,6,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-64,T,THS_PER,EA20,2021,700.8,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-64,T,THS_PER,EE,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-64,T,THS_PER,EL,2021,5.2,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-64,T,THS_PER,ES,2021,75,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-64,T,THS_PER,EU27_2020,2021,829.4,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-64,T,THS_PER,FI,2021,9.7,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-64,T,THS_PER,FR,2021,183.5,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-64,T,THS_PER,HR,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-64,T,THS_PER,HU,2021,2.9,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-64,T,THS_PER,IE,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-64,T,THS_PER,IT,2021,28.4,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-64,T,THS_PER,LT,2021,1.6,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-64,T,THS_PER,LU,2021,1.4,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-64,T,THS_PER,LV,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-64,T,THS_PER,MT,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-64,T,THS_PER,NL,2021,93.4,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-64,T,THS_PER,NO,2021,9.1,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-64,T,THS_PER,PL,2021,92.8,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-64,T,THS_PER,PT,2021,60.9,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-64,T,THS_PER,RO,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-64,T,THS_PER,SE,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-64,T,THS_PER,SI,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-64,T,THS_PER,SK,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,F,THS_PER,AT,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,F,THS_PER,BE,2021,5,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,F,THS_PER,BG,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,F,THS_PER,CH,2021,8.8,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,F,THS_PER,CY,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,F,THS_PER,CZ,2021,1.3,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,F,THS_PER,DE,2021,100,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,F,THS_PER,DK,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,F,THS_PER,EA20,2021,320.2,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,F,THS_PER,EL,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,F,THS_PER,ES,2021,32.4,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,F,THS_PER,EU27_2020,2021,373.8,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,F,THS_PER,FI,2021,4,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,F,THS_PER,FR,2021,84.9,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,F,THS_PER,HU,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,F,THS_PER,IE,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,F,THS_PER,IT,2021,15.8,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,F,THS_PER,LT,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,F,THS_PER,LU,2021,0.7,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,F,THS_PER,LV,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,F,THS_PER,MT,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,F,THS_PER,NL,2021,41.7,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,F,THS_PER,NO,2021,5.3,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,F,THS_PER,PL,2021,40,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,F,THS_PER,PT,2021,24.6,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,F,THS_PER,RO,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,F,THS_PER,SE,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,F,THS_PER,SI,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,F,THS_PER,SK,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,M,THS_PER,AT,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,M,THS_PER,BE,2021,5.8,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,M,THS_PER,BG,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,M,THS_PER,CH,2021,7.9,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,M,THS_PER,CY,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,M,THS_PER,CZ,2021,5.3,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,M,THS_PER,DE,2021,112.6,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,M,THS_PER,DK,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,M,THS_PER,EA20,2021,397.2,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,M,THS_PER,EE,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,M,THS_PER,EL,2021,4.2,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,M,THS_PER,ES,2021,42.7,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,M,THS_PER,EU27_2020,2021,477.2,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,M,THS_PER,FI,2021,6.2,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,M,THS_PER,FR,2021,104.1,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,M,THS_PER,HR,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,M,THS_PER,HU,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,M,THS_PER,IE,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,M,THS_PER,IT,2021,13.4,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,M,THS_PER,LT,2021,1.3,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,M,THS_PER,LU,2021,0.7,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,M,THS_PER,LV,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,M,THS_PER,MT,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,M,THS_PER,NL,2021,55.4,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,M,THS_PER,NO,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,M,THS_PER,PL,2021,56,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,M,THS_PER,PT,2021,37.6,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,M,THS_PER,RO,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,M,THS_PER,SE,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,M,THS_PER,SI,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,M,THS_PER,SK,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,T,THS_PER,AT,2021,9.6,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,T,THS_PER,BE,2021,10.8,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,T,THS_PER,BG,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,T,THS_PER,CH,2021,16.7,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,T,THS_PER,CY,2021,0.7,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,T,THS_PER,CZ,2021,6.6,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,T,THS_PER,DE,2021,212.6,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,T,THS_PER,DK,2021,6,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,T,THS_PER,EA20,2021,717.4,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,T,THS_PER,EE,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,T,THS_PER,EL,2021,5.2,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,T,THS_PER,ES,2021,75,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,T,THS_PER,EU27_2020,2021,850.9,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,T,THS_PER,FI,2021,10.2,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,T,THS_PER,FR,2021,189,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,T,THS_PER,HR,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,T,THS_PER,HU,2021,2.9,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,T,THS_PER,IE,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,T,THS_PER,IT,2021,29.1,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,T,THS_PER,LT,2021,1.6,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,T,THS_PER,LU,2021,1.5,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,T,THS_PER,LV,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,T,THS_PER,MT,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,T,THS_PER,NL,2021,97.1,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,T,THS_PER,NO,2021,9.1,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,T,THS_PER,PL,2021,96,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,T,THS_PER,PT,2021,62.2,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,T,THS_PER,RO,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,T,THS_PER,SE,2021,20.5,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,T,THS_PER,SI,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y15-74,T,THS_PER,SK,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,F,THS_PER,AT,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,F,THS_PER,BE,2021,5,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,F,THS_PER,BG,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,F,THS_PER,CH,2021,8.4,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,F,THS_PER,CY,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,F,THS_PER,CZ,2021,1.3,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,F,THS_PER,DE,2021,97.2,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,F,THS_PER,DK,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,F,THS_PER,EA20,2021,307.5,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,F,THS_PER,EL,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,F,THS_PER,ES,2021,32.4,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,F,THS_PER,EU27_2020,2021,355.3,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,F,THS_PER,FI,2021,3.8,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,F,THS_PER,FR,2021,83.7,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,F,THS_PER,HU,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,F,THS_PER,IE,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,F,THS_PER,IT,2021,15.6,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,F,THS_PER,LT,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,F,THS_PER,LU,2021,0.6,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,F,THS_PER,LV,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,F,THS_PER,MT,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,F,THS_PER,NL,2021,34.5,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,F,THS_PER,NO,2021,5.1,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,F,THS_PER,PL,2021,37.5,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,F,THS_PER,PT,2021,24.1,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,F,THS_PER,RO,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,F,THS_PER,SE,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,F,THS_PER,SI,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,F,THS_PER,SK,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,M,THS_PER,AT,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,M,THS_PER,BE,2021,5.8,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,M,THS_PER,BG,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,M,THS_PER,CH,2021,7.6,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,M,THS_PER,CY,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,M,THS_PER,CZ,2021,4.9,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,M,THS_PER,DE,2021,106.1,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,M,THS_PER,DK,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,M,THS_PER,EA20,2021,372.2,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,M,THS_PER,EE,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,M,THS_PER,EL,2021,4.2,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,M,THS_PER,ES,2021,42.7,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,M,THS_PER,EU27_2020,2021,450.3,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,M,THS_PER,FI,2021,5.9,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,M,THS_PER,FR,2021,96.4,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,M,THS_PER,HR,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,M,THS_PER,HU,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,M,THS_PER,IE,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,M,THS_PER,IT,2021,12.8,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,M,THS_PER,LT,2021,1.3,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,M,THS_PER,LU,2021,0.6,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,M,THS_PER,LV,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,M,THS_PER,MT,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,M,THS_PER,NL,2021,47.8,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,M,THS_PER,NO,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,M,THS_PER,PL,2021,55.3,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,M,THS_PER,PT,2021,36.3,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,M,THS_PER,RO,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,M,THS_PER,SE,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,M,THS_PER,SI,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,M,THS_PER,SK,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,T,THS_PER,AT,2021,9.3,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,T,THS_PER,BE,2021,10.8,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,T,THS_PER,BG,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,T,THS_PER,CH,2021,16,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,T,THS_PER,CY,2021,0.6,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,T,THS_PER,CZ,2021,6.2,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,T,THS_PER,DE,2021,203.3,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,T,THS_PER,DK,2021,5.2,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,T,THS_PER,EA20,2021,679.6,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,T,THS_PER,EE,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,T,THS_PER,EL,2021,5.2,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,T,THS_PER,ES,2021,75,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,T,THS_PER,EU27_2020,2021,805.6,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,T,THS_PER,FI,2021,9.7,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,T,THS_PER,FR,2021,180.1,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,LTD,YES,MED,Y20-64,T,THS_PER,HR,2021,,u,
