DATAFLOW,LAST UPDATE,freq,emp_cont,yes_no,lev_satis,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,M,THS_PER,NL,2021,396.2,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,M,THS_PER,NO,2021,183.9,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,M,THS_PER,PL,2021,748,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,M,THS_PER,PT,2021,362.4,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,M,THS_PER,RO,2021,177.2,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,M,THS_PER,SE,2021,308.7,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,M,THS_PER,SI,2021,26.4,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,M,THS_PER,SK,2021,68,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,T,THS_PER,AT,2021,347.4,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,T,THS_PER,BE,2021,288.2,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,T,THS_PER,BG,2021,104.6,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,T,THS_PER,CH,2021,248.1,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,T,THS_PER,CY,2021,17.5,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,T,THS_PER,CZ,2021,358.3,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,T,THS_PER,DE,2021,3706.9,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,T,THS_PER,DK,2021,93.2,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,T,THS_PER,EA20,2021,11433,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,T,THS_PER,EE,2021,45.3,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,T,THS_PER,EL,2021,98.9,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,T,THS_PER,ES,2021,952.4,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,T,THS_PER,EU27_2020,2021,14113.2,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,T,THS_PER,FI,2021,201.5,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,T,THS_PER,FR,2021,3416.3,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,T,THS_PER,HR,2021,53.4,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,T,THS_PER,HU,2021,69.3,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,T,THS_PER,IE,2021,172,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,T,THS_PER,IT,2021,604.5,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,T,THS_PER,LT,2021,61.7,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,T,THS_PER,LU,2021,39.3,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,T,THS_PER,LV,2021,15.2,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,T,THS_PER,MT,2021,15.7,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,T,THS_PER,NL,2021,565,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,T,THS_PER,NO,2021,307.9,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,T,THS_PER,PL,2021,1263.5,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,T,THS_PER,PT,2021,671.6,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,T,THS_PER,RO,2021,289.5,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,T,THS_PER,SE,2021,501.8,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,T,THS_PER,SI,2021,44.8,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,MED,Y25-74,T,THS_PER,SK,2021,115.3,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,F,THS_PER,AT,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,F,THS_PER,BE,2021,3.7,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,F,THS_PER,BG,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,F,THS_PER,CH,2021,4.9,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,F,THS_PER,CY,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,F,THS_PER,CZ,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,F,THS_PER,DE,2021,87.3,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,F,THS_PER,DK,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,F,THS_PER,EA20,2021,222.3,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,F,THS_PER,EE,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,F,THS_PER,EL,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,F,THS_PER,ES,2021,11.8,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,F,THS_PER,EU27_2020,2021,240.2,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,F,THS_PER,FI,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,F,THS_PER,FR,2021,85.6,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,F,THS_PER,HR,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,F,THS_PER,HU,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,F,THS_PER,IE,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,F,THS_PER,IT,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,F,THS_PER,LT,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,F,THS_PER,LU,2021,0.5,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,F,THS_PER,LV,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,F,THS_PER,MT,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,F,THS_PER,NL,2021,6.8,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,F,THS_PER,NO,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,F,THS_PER,PL,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,F,THS_PER,PT,2021,8.2,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,F,THS_PER,RO,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,F,THS_PER,SE,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,F,THS_PER,SI,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,M,THS_PER,AT,2021,6.7,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,M,THS_PER,BE,2021,4.3,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,M,THS_PER,BG,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,M,THS_PER,CH,2021,8.4,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,M,THS_PER,CY,2021,0.6,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,M,THS_PER,CZ,2021,2.9,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,M,THS_PER,DE,2021,129.6,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,M,THS_PER,DK,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,M,THS_PER,EA20,2021,300.7,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,M,THS_PER,EE,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,M,THS_PER,EL,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,M,THS_PER,ES,2021,18.2,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,M,THS_PER,EU27_2020,2021,337.3,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,M,THS_PER,FI,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,M,THS_PER,FR,2021,97.3,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,M,THS_PER,HR,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,M,THS_PER,HU,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,M,THS_PER,IE,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,M,THS_PER,IT,2021,7.4,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,M,THS_PER,LT,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,M,THS_PER,LU,2021,0.9,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,M,THS_PER,MT,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,M,THS_PER,NL,2021,15.6,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,M,THS_PER,NO,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,M,THS_PER,PL,2021,15.5,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,M,THS_PER,PT,2021,7.8,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,M,THS_PER,RO,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,M,THS_PER,SE,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,M,THS_PER,SI,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,T,THS_PER,AT,2021,10,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,T,THS_PER,BE,2021,8.1,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,T,THS_PER,BG,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,T,THS_PER,CH,2021,13.3,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,T,THS_PER,CY,2021,0.6,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,T,THS_PER,CZ,2021,3.4,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,T,THS_PER,DE,2021,216.9,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,T,THS_PER,DK,2021,4.9,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,T,THS_PER,EA20,2021,523,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,T,THS_PER,EE,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,T,THS_PER,EL,2021,3.3,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,T,THS_PER,ES,2021,30,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,T,THS_PER,EU27_2020,2021,577.4,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,T,THS_PER,FI,2021,3.5,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,T,THS_PER,FR,2021,182.8,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,T,THS_PER,HR,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,T,THS_PER,HU,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,T,THS_PER,IE,2021,10.9,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,T,THS_PER,IT,2021,10.7,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,T,THS_PER,LT,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,T,THS_PER,LU,2021,1.4,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,T,THS_PER,LV,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,T,THS_PER,MT,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,T,THS_PER,NL,2021,22.4,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,T,THS_PER,NO,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,T,THS_PER,PL,2021,19.9,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,T,THS_PER,PT,2021,16,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,T,THS_PER,RO,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,T,THS_PER,SE,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-64,T,THS_PER,SI,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,F,THS_PER,AT,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,F,THS_PER,BE,2021,3.7,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,F,THS_PER,BG,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,F,THS_PER,CH,2021,4.9,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,F,THS_PER,CY,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,F,THS_PER,CZ,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,F,THS_PER,DE,2021,87.9,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,F,THS_PER,DK,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,F,THS_PER,EA20,2021,223.2,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,F,THS_PER,EE,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,F,THS_PER,EL,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,F,THS_PER,ES,2021,11.8,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,F,THS_PER,EU27_2020,2021,241.2,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,F,THS_PER,FI,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,F,THS_PER,FR,2021,85.6,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,F,THS_PER,HR,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,F,THS_PER,HU,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,F,THS_PER,IE,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,F,THS_PER,IT,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,F,THS_PER,LT,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,F,THS_PER,LU,2021,0.5,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,F,THS_PER,LV,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,F,THS_PER,MT,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,F,THS_PER,NL,2021,7.1,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,F,THS_PER,NO,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,F,THS_PER,PL,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,F,THS_PER,PT,2021,8.2,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,F,THS_PER,RO,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,F,THS_PER,SE,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,F,THS_PER,SI,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,M,THS_PER,AT,2021,6.7,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,M,THS_PER,BE,2021,4.3,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,M,THS_PER,BG,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,M,THS_PER,CH,2021,8.4,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,M,THS_PER,CY,2021,0.6,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,M,THS_PER,CZ,2021,2.9,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,M,THS_PER,DE,2021,129.6,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,M,THS_PER,DK,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,M,THS_PER,EA20,2021,301.6,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,M,THS_PER,EE,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,M,THS_PER,EL,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,M,THS_PER,ES,2021,18.2,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,M,THS_PER,EU27_2020,2021,338.2,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,M,THS_PER,FI,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,M,THS_PER,FR,2021,97.3,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,M,THS_PER,HR,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,M,THS_PER,HU,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,M,THS_PER,IE,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,M,THS_PER,IT,2021,7.4,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,M,THS_PER,LT,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,M,THS_PER,LU,2021,0.9,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,M,THS_PER,MT,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,M,THS_PER,NL,2021,15.9,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,M,THS_PER,NO,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,M,THS_PER,PL,2021,15.5,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,M,THS_PER,PT,2021,8.4,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,M,THS_PER,RO,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,M,THS_PER,SE,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,M,THS_PER,SI,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,T,THS_PER,AT,2021,10,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,T,THS_PER,BE,2021,8.1,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,T,THS_PER,BG,2021,,u,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,T,THS_PER,CH,2021,13.3,,
ESTAT:LFSO_21JSAT06(1.0),12-12-2024 23:00,A,NLTD,YES,NONE,Y15-74,T,THS_PER,CY,2021,0.6,u,
